Calculated SalePrice,Id,Original Saleprice
285458.761621,423,113000
557537.846878,424,315000
267960.576752,425,139000
259836.229123,426,135000
314842.980192,427,275000
250031.261541,428,109008
296366.378618,429,195400
269219.022376,430,175000
289757.900855,431,85400
364664.627904,432,79900
295489.727942,433,122500
289269.753569,434,181000
547748.459489,435,81000
288074.731268,436,212000
291367.191723,437,116000
256786.869199,438,119000
709959.737656,439,90350
204552.167361,440,110000
527310.288157,441,555000
343606.122523,442,118000
535777.300204,443,162900
546625.113791,444,172500
311323.915462,445,210000
247982.945877,446,127500
532860.840265,447,190000
311085.584951,448,199900
532505.530986,449,119500
513420.587351,450,120000
518544.687813,451,110000
302716.722011,452,280000
272691.06295,453,204000
536691.080305,454,210000
294599.92377,455,188000
261582.452466,456,175500
292181.704911,457,98000
323981.711819,458,256000
533051.341287,459,161000
253921.312368,460,110000
524118.812684,461,263435
242260.65768,462,155000
168295.203839,463,62383
320196.250304,464,188700
362651.859587,465,124000
285267.02294,466,178740
244078.123169,467,167000
624762.482577,468,146500
540142.209597,469,250000
545945.618755,470,187000
552470.808141,471,212000
334036.346793,472,190000
519147.693219,473,148000
287143.137775,474,440000
303530.76669,475,251000
309119.402531,476,132500
260243.070596,477,208900
526618.120756,478,380000
551739.656993,479,297000
177842.064925,480,89471
307597.782102,481,326000
323358.28354,482,374000
540982.646209,483,155000
269806.453916,484,164000
275922.956334,485,132500
278714.67775,486,147000
523501.544963,487,156000
276225.000936,488,175000
262912.665179,489,160000
284111.064855,490,86000
526119.137578,491,115000
211814.386259,492,133000
298576.921564,493,172785
538587.999043,494,155000
272919.066898,495,91300
331949.728603,496,34900
509254.656883,497,430000
522694.588679,498,184000
526131.573497,499,130000
524647.884482,500,120000
271543.798389,501,113000
312662.719966,502,226700
183593.542239,503,140000
233483.113701,504,289000
549999.246305,505,147000
277594.186991,506,124500
330399.688218,507,215000
304192.625786,508,208300
242954.661275,509,161000
204187.63081,510,124500
538813.362035,511,164900
521400.894878,512,202665
295978.850178,513,129900
544008.00549,514,134000
525191.746553,515,96500
328254.282905,516,402861
226809.554687,517,158000
312650.134943,518,265000
219474.149573,519,211000
537001.10526,520,234000
337931.784548,521,106250
243166.533668,522,150000
266183.538771,523,159000
530443.526675,524,184750
309423.755635,525,315750
316210.22018,526,176000
536827.539349,527,132000
531664.123921,528,446261
324445.123887,529,86000
292319.069658,530,200624
300662.516785,531,175000
517913.413403,532,128000
251199.055262,533,107500
349636.509658,534,39300
270335.710099,535,178000
322952.157872,536,107500
275015.239026,537,188000
238078.452178,538,111250
285057.499641,539,158000
220358.532364,540,272000
295222.50856,541,315000
545061.396226,542,248000
543683.652495,543,213250
543163.498151,544,133000
269281.073951,545,179665
313564.664968,546,229000
257314.759949,547,210000
280463.900228,548,129500
530992.250041,549,125000
342035.172383,550,263000
307887.126332,551,140000
616583.568387,552,112500
548002.860045,553,255500
193826.035616,554,108000
320960.559078,555,284000
260680.241345,556,113000
254947.376033,557,141000
278683.025165,558,108000
259730.202239,559,175000
282100.200376,560,234000
256853.914886,561,121500
267956.055973,562,170000
356800.962185,563,108000
304696.073796,564,185000
289291.684183,565,268000
272606.054183,566,128000
543123.945242,567,325000
329307.504571,568,214000
719958.633774,569,316600
287281.529576,570,135960
309259.335808,571,142600
287041.443346,572,120000
279589.696411,573,224500
266783.399459,574,170000
235728.684548,575,139000
263179.165511,576,118500
277385.010282,577,145000
255133.53289,578,164500
297317.000775,579,146000
288978.096026,580,131500
515451.439516,581,181900
309160.35248,582,253293
365161.705432,583,118500
726566.991153,584,325000
308267.678455,585,133000
318611.702855,586,369900
221510.787227,587,130000
274492.231786,588,137000
527535.589108,589,143000
243213.703747,590,79500
289476.53776,591,185900
639519.236925,592,451950
523428.343532,593,138000
300661.896268,594,140000
197997.224058,595,110000
290036.76453,596,319000
238126.683564,597,114504
297678.955869,598,194201
283682.69493,599,217500
243430.782508,600,151000
557719.130011,601,275000
279000.974863,602,141000
300346.647128,603,220000
525906.699919,604,151000
257541.299009,605,221000
318604.979911,606,205000
215387.829922,607,152000
293003.758785,608,225000
293425.11221,609,359100
274236.814991,610,118500
305897.120516,611,313000
222106.060756,612,148000
290813.370177,613,261500
343896.529545,614,147000
359654.653214,615,75500
211816.722601,616,137500
542123.968462,617,183200
537257.40132,618,105500
322508.248736,619,314813
538267.831961,620,305000
334882.41934,621,67000
536143.730753,622,240000
291929.134316,623,135000
534054.356418,624,168500
278561.310616,625,165150
320826.135313,626,160000
201110.497988,627,139900
249166.3048,628,153000
311299.371516,629,135000
537436.909219,630,168500
527044.955893,631,124000
532483.391394,632,209500
286162.793705,633,82500
277192.580194,634,139400
537293.717204,635,144000
351001.026073,636,200000
379829.243238,637,60000
318334.309822,638,93000
330966.710377,639,85000
298966.67662,640,264561
287327.209275,641,274000
336312.526422,642,226000
282671.190586,643,345000
196521.453911,644,152000
544477.234581,645,370878
282365.408627,646,143250
232832.733703,647,98300
622148.383528,648,155000
534322.479827,649,155000
371351.540762,650,84500
304822.292566,651,205950
240834.181763,652,108000
276697.003473,653,191000
515006.233496,654,135000
341480.237066,655,350000
290144.480778,656,88000
189263.977707,657,145500
181837.725251,658,149000
300438.424312,659,97500
223814.767475,660,167000
293867.151569,661,197900
317030.737108,662,402000
269928.112754,663,110000
186624.904272,664,137500
308451.872492,665,423000
288206.06975,666,230500
281574.54262,667,129000
276210.792524,668,193500
271929.963062,669,168000
280216.976494,670,137500
283724.749091,671,173500
319630.765496,672,103600
553869.778991,673,165000
539028.013635,674,257500
280758.330962,675,140000
311664.925704,676,148500
298231.403835,677,87000
262700.435869,678,109500
531465.666574,679,372500
272060.571535,680,128500
272416.090177,681,143000
279973.450605,682,159434
256937.522872,683,173000
546942.673558,684,285000
568856.082693,685,221000
308449.251721,686,207500
291479.248967,687,227875
298182.004927,688,148800
281176.219211,689,392000
638175.455299,690,194700
304257.284553,691,141000
313798.632329,692,755000
292307.112059,693,335000
253857.995163,694,108480
199304.182623,695,141500
270342.58803,696,176000
529505.077237,697,89000
273461.12968,698,123500
191538.203122,699,138500
301566.405211,700,196000
304427.514592,701,312500
346407.684839,702,140000
309649.204568,703,361919
223216.127787,704,140000
282561.236427,705,213000
369524.046828,706,55000
638969.704671,707,302000
314108.228554,708,254000
284499.00347,709,179540
207301.763153,710,109900
359029.408655,711,52000
261610.412551,712,102776
325698.209065,713,189000
278007.191428,714,129000
296317.531622,715,130500
212166.091351,716,165000
264343.641824,717,159500
208272.440646,718,157000
322156.875713,719,341000
294346.267834,720,128500
305925.115064,721,275000
303419.972659,722,143000
237282.037678,723,124500
284275.126851,724,135000
544040.27301,725,320000
290322.913471,726,120500
299720.402892,727,222000
533843.307762,728,194500
292227.833815,729,110000
265937.135854,730,103000
300019.194173,731,236500
280042.054393,732,187500
299039.976626,733,222500
202684.240419,734,131400
283749.696123,735,108000
295209.046913,736,163000
242774.168084,737,93500
542197.747878,738,239900
358141.353983,739,179000
289342.551164,740,190000
178065.483246,741,132000
204820.514565,742,142000
203075.861376,743,179000
255882.918769,744,175000
286559.429143,745,180000
310059.175958,746,299800
306435.644463,747,236000
278488.358477,748,265979
296814.799122,749,260400
274435.061507,750,98000
504902.887275,751,96500
251455.482441,752,162000
255142.468716,753,217000
358520.209349,754,275500
290838.462332,755,156000
279043.993801,756,172500
284317.869385,757,212000
235477.609927,758,158900
307042.715499,759,179400
284866.319089,760,290000
247077.512815,761,127500
269343.504761,762,100000
529368.305486,763,215200
338649.036158,764,337000
480945.308986,765,270000
515915.613811,766,264132
225555.212654,767,196500
239612.068793,768,160000
342555.896049,769,216837
557514.457803,770,538000
274879.35763,771,134900
268382.884438,772,102000
211834.368867,773,107000
254367.09396,774,114500
360925.823287,775,395000
520394.60906,776,162000
272921.294161,777,221500
542939.846441,778,142500
313564.223082,779,144000
282351.37294,780,135000
555180.451511,781,176000
283492.313489,782,175900
540820.755251,783,187100
296187.688488,784,165500
518157.039064,785,128000
252743.412942,786,161500
535981.890778,787,139000
287608.715626,788,233000
281483.717933,789,107900
272837.800773,790,187500
294752.92533,791,160200
291712.695737,792,146800
532298.735465,793,269790
650582.382367,794,225000
299735.009365,795,194500
213293.004538,796,171000
206399.198664,797,143500
291565.831847,798,110000
531945.232186,799,485000
527039.189961,800,175000
307872.504185,801,200000
294025.131072,802,109900
283145.864042,803,189000
537836.203356,804,582933
538938.320222,805,118000
512908.121273,806,227680
263342.69275,807,135500
268442.294628,808,223500
542501.106375,809,159950
211728.008344,810,106000
213076.443861,811,181000
547760.974001,812,144500
529979.352921,813,55993
295225.640361,814,157900
270635.771018,815,116000
267174.869125,816,224900
500284.263579,817,137000
282985.292483,818,271000
521841.280775,819,155000
631521.849612,820,224000
545160.28315,821,183000
280534.115021,822,93000
310591.497311,823,225000
228232.715559,824,139500
527924.341406,825,232600
549395.490444,826,385000
330779.457658,827,109500
290904.37815,828,189000
557232.655229,829,185000
278319.05362,830,147400
543486.364854,831,166000
509694.606607,832,151000
290469.602465,833,237000
299158.417693,834,167000
189105.03125,835,139950
259242.061273,836,128000
537127.786589,837,153500
301863.982259,838,100000
532138.980931,839,144000
284026.856337,840,130500
287299.776308,841,140000
715031.721751,842,157500
703210.638099,843,174900
514218.053355,844,141000
533724.04713,845,153900
285984.406997,846,171000
279959.334269,847,213000
259549.269833,848,133500
302795.206751,849,240000
287531.694997,850,187000
315906.857951,851,131500
300618.596841,852,215000
212839.550209,853,164000
221042.249787,854,158000
300705.645007,855,170000
273482.597431,856,127000
209926.131158,857,147000
263549.897658,858,174000
533911.639134,859,152000
317461.885496,860,250000
554069.231777,861,189950
269710.598747,862,131500
214609.724574,863,152000
220064.106788,864,132500
290195.537528,865,250580
297331.675563,866,148500
541048.807451,867,248900
269994.054916,868,129000
283874.964758,869,169000
552487.923121,870,236000
272376.000939,871,109500
527189.440659,872,200500
220853.728433,873,116000
331269.515771,874,133000
275463.407184,875,66500
338161.421155,876,303477
284136.123672,877,132250
657001.658672,878,350000
526867.158518,879,148000
267853.177874,880,136500
542761.813902,881,157000
277061.713648,882,187500
214672.018035,883,178000
285760.227508,884,118500
188492.92458,885,100000
305099.16387,886,328900
544663.470068,887,145000
312723.920088,888,135500
228637.049221,889,268000
269029.731042,890,149500
225087.358938,891,122900
296761.765201,892,172500
216694.985138,893,154500
546442.976743,894,165000
533182.724088,895,118858
279604.967347,896,140000
298490.244785,897,106500
530942.223992,898,142953
524067.244867,899,611657
545767.957429,900,135000
539950.37991,901,110000
289723.3235,902,153000
302505.804589,903,180000
263768.718771,904,240000
185420.765519,905,125500
461735.265848,906,128000
641293.644303,907,255000
654428.276991,908,250000
540191.463867,909,131000
554135.575708,910,174000
308810.714679,911,154300
303231.890628,912,143500
185066.955756,913,88000
338483.566922,914,145000
626242.710092,915,173733
258927.009343,916,75000
310071.23562,917,35311
251009.99113,918,135000
246576.674895,919,238000
281891.400992,920,176500
289188.755145,921,201000
344916.266804,922,145900
304713.95177,923,169990
282654.599524,924,193000
273434.520452,925,207500
262899.120849,926,175000
340102.043101,927,285000
241382.778439,928,176000
524139.855413,929,236500
313554.307877,930,222000
314702.903131,931,201000
186956.369899,932,117500
537333.901087,933,320000
278364.691767,934,190000
293410.074021,935,242000
531589.3402,936,79900
269742.468138,937,184900
307093.785192,938,253000
306294.334956,939,239799
517792.391893,940,244400
251240.723817,941,150900
538837.775842,942,214000
351945.092198,943,150000
540289.673168,944,143000
273291.5998,945,137500
238579.996645,946,124900
268047.324685,947,143000
301809.167252,948,270000
298508.583357,949,192500
305061.927997,950,197500
266013.726945,951,129000
230640.63825,952,119900
240300.476035,953,133900
244860.425215,954,172000
354606.008639,955,127500
320246.335079,956,145000
212979.603431,957,124000
291503.560354,958,132000
276560.193677,959,185000
281451.604793,960,155000
365995.311388,961,116500
307594.075922,962,272000
308885.246887,963,155000
283902.947509,964,239000
328371.160994,965,214900
263568.166383,966,178900
530173.453134,967,160000
265307.277702,968,135000
337642.405668,969,37900
274174.875301,970,140000
377925.111999,971,135000
531974.078101,972,173000
303488.23944,973,99500
326624.176846,974,182000
193702.546817,975,167500
282012.525648,976,165000
349584.860712,977,85500
284438.864725,978,199900
279624.656419,979,110000
526020.146289,980,139000
524344.862176,981,178400
313456.662071,982,336000
306986.780177,983,159895
328776.931564,984,255900
290079.114256,985,126000
229153.361881,986,125000
521132.258536,987,117000
517557.435296,988,395192
546764.403684,989,195000
271096.214827,990,197000
557595.886522,991,348000
285019.902382,992,168000
258410.509978,993,187000
262796.914695,994,173900
548065.712339,995,337500
194192.457538,996,121600
281978.243029,997,136500
264773.951156,998,185000
262859.348922,999,91000
525468.235128,1000,206000
287812.171478,1001,82000
256501.815018,1002,86000
251304.174194,1003,232000
546295.411584,1004,136905
294664.436944,1005,181000
324169.247401,1006,149900
256066.485335,1007,163500
234447.698565,1008,88000
564631.570031,1009,240000
520384.765385,1010,102000
286492.475123,1011,135000
365949.278525,1012,100000
271365.117153,1013,165000
529896.662299,1014,85000
283082.87068,1015,119200
301279.912842,1016,227000
546438.212112,1017,203000
291222.489636,1018,187500
298932.980486,1019,160000
329817.023074,1020,213490
532548.395624,1021,176000
521770.546509,1022,194000
266054.417263,1023,87000
297280.423838,1024,191000
320196.400516,1025,287000
231187.55161,1026,112500
276991.022127,1027,167500
544801.164511,1028,293077
295527.443055,1029,105000
267487.207596,1030,118000
365951.927003,1031,160000
274900.835928,1032,197000
297551.006159,1033,310000
542826.735277,1034,230000
508462.115732,1035,119750
268775.791268,1036,84000
560103.732106,1037,315500
349306.662471,1038,287000
383699.03535,1039,97000
273193.937946,1040,80000
199018.610276,1041,155000
280026.543276,1042,173000
518911.363342,1043,196000
285594.702596,1044,262280
474950.728514,1045,278000
523653.812698,1046,139600
534280.327913,1047,556581
267120.69616,1048,145000
233438.726096,1049,115000
275063.716552,1050,84900
308011.029838,1051,176485
305614.843239,1052,200141
535073.932818,1053,165000
514292.766923,1054,144500
304700.32279,1055,255000
203859.818301,1056,180000
640489.212807,1057,185850
314339.359766,1058,248000
538040.255179,1059,335000
280681.388012,1060,220000
287700.885082,1061,213500
308349.211878,1062,81000
281548.852102,1063,90000
223145.056664,1064,110500
205151.874805,1065,154000
292857.076041,1066,328000
298937.086004,1067,178000
549065.510708,1068,167900
546305.783608,1069,151400
288295.991787,1070,135000
537205.550566,1071,135000
257318.680624,1072,154000
270297.75555,1073,91500
203893.338441,1074,159500
307349.991383,1075,194000
308489.483076,1076,219500
307608.230123,1077,170000
273775.793603,1078,138800
317700.784675,1079,155900
273428.464289,1080,126000
295077.764449,1081,145000
535373.166287,1082,133000
291403.629776,1083,192000
209354.856694,1084,160000
276461.145683,1085,187500
264453.562952,1086,147000
275687.436287,1087,83500
318509.654617,1088,252000
529518.631866,1089,137500
307094.479997,1090,197000
620788.012526,1091,92900
291858.900019,1092,160000
539051.404928,1093,136500
223005.059631,1094,146000
284127.048373,1095,129000
320853.035466,1096,176432
350636.786574,1097,127000
273633.090821,1098,170000
338215.955991,1099,128000
279372.469592,1100,157000
261014.705827,1101,60000
248539.217189,1102,119500
236236.539067,1103,135000
486149.776688,1104,159500
267292.503172,1105,106000
295771.164028,1106,325000
287276.030061,1107,179900
284825.578723,1108,274725
255380.80966,1109,181000
561998.987412,1110,280000
543409.722425,1111,188000
308069.413131,1112,205000
298604.923366,1113,129900
286666.967014,1114,134500
230212.100443,1115,117000
541013.083183,1116,318000
292259.556586,1117,184100
246322.092195,1118,130000
285899.311808,1119,140000
191843.668867,1120,133700
420987.11706,1121,118400
264690.620348,1122,212900
214491.551641,1123,112000
525251.565515,1124,118000
274789.320458,1125,163900
264612.345024,1126,115000
547973.778531,1127,174000
304587.93728,1128,259000
342882.078541,1129,215000
273913.724402,1130,140000
254449.950113,1131,135000
353507.763721,1132,93500
277407.027089,1133,117500
532344.999503,1134,239500
273048.232248,1135,169000
290038.727003,1136,102000
270374.156165,1137,119000
325597.575607,1138,94000
305263.785889,1139,196000
264630.615381,1140,144000
539752.411232,1141,139000
266105.273451,1142,197500
520482.730874,1143,424870
370051.673307,1144,80000
187103.467106,1145,80000
290374.112574,1146,149000
324981.204494,1147,180000
290997.518734,1148,174500
283162.760518,1149,116900
287043.431801,1150,143000
440424.07657,1151,124000
289681.154756,1152,149900
234524.039966,1153,230000
543845.49369,1154,120500
520953.070807,1155,201800
304234.493613,1156,218000
460851.306597,1157,179900
509789.260882,1158,230000
640845.491348,1159,235128
738688.873511,1160,185000
305487.610981,1161,146000
308462.690764,1162,224000
277114.45801,1163,129000
279732.825921,1164,108959
523638.513735,1165,194000
534419.44634,1166,233170
516244.245217,1167,245350
240461.555402,1168,173000
275828.611336,1169,235000
315700.583998,1170,625000
244293.244972,1171,171000
298752.0694,1172,163000
302491.315127,1173,171900
329136.513455,1174,200500
304011.09613,1175,239000
310046.591314,1176,285000
212283.038308,1177,119500
262416.359591,1178,115000
270209.466494,1179,154900
344689.532462,1180,93000
230687.414404,1181,250000
529563.09236,1182,392500
253434.362533,1183,745000
524410.341926,1184,120000
305946.286189,1185,186700
288507.084406,1186,104900
280695.123007,1187,95000
233872.684026,1188,262000
301298.17173,1189,195000
538492.763834,1190,189000
514759.437472,1191,168000
302834.498355,1192,174000
226055.931689,1193,125000
518771.426785,1194,165000
501427.347167,1195,158000
255093.904724,1196,176000
317749.273693,1197,219210
265428.041678,1198,144000
549442.565101,1199,178000
267069.831257,1200,148000
257829.392984,1201,116050
289098.016638,1202,197900
251702.872755,1203,117000
279390.723453,1204,213000
183989.07104,1205,153500
540528.256929,1206,271900
209755.672406,1207,107000
313435.471778,1208,200000
292289.919351,1209,140000
516520.910432,1210,290000
261884.115181,1211,189000
551743.381413,1212,164000
267976.864036,1213,113000
303175.634895,1214,145000
279962.143658,1215,134500
201387.7284,1216,125000
312803.796848,1217,112000
512419.572007,1218,229456
363692.180326,1219,80500
344075.600619,1220,91500
267227.987279,1221,115000
271533.576092,1222,134000
233019.745466,1223,143000
211198.813877,1224,137900
291658.218944,1225,184000
526589.576951,1226,145000
528485.295644,1227,214000
285963.805419,1228,147000
298587.21766,1229,367294
193002.804054,1230,127000
291784.59275,1231,190000
199725.513533,1232,132500
295399.227326,1233,101800
183349.266692,1234,142000
339408.595266,1235,130000
290296.440455,1236,138887
638323.10139,1237,175500
337588.645435,1238,195000
307597.001412,1239,142500
276136.115691,1240,265900
291354.001206,1241,224900
655182.981907,1242,248328
210902.41145,1243,170000
320370.114524,1244,465000
544797.600914,1245,230000
302855.355531,1246,178000
